nama_destinasi,username,komentar,rating,tanggal
Tiket Masuk Candi Prambanan,Angga Caesar Framujiyanto,"If only you don't have to change online ticket to physical one, it would be better. Otherwise it's pretty convenience.","4,0
/5",21 Aug 2023
Tiket Masuk Candi Prambanan,Chandra Chandra,Bagus bangettt service dan view nya,"4,0
/5",20 Aug 2023
Tiket Masuk Candi Prambanan,Dea Gita Puspita,"Penjaganya baik banget dan ramah. Kamarnya juga lumayan bagus, bersih. Yg penting tempat strategis, deket kemana2","4,0
/5",20 Aug 2023
Tiket Masuk Candi Prambanan,NZ,keren banget cepet lebih murah sedikit,"4,0
/5",15 Aug 2023
Tiket Masuk Candi Prambanan,Miranda Dhyta Nofara,"Its an amazing place to visit. Some of the Candi are still under renovation which is a bummer, other than that its a nice way to understand the history and culture.","4,0
/5",11 Aug 2023
Tiket Masuk Candi Prambanan,NK,Lebih gampang kalau sudah booking online,"4,0
/5",10 Aug 2023
Tiket Masuk Candi Prambanan,Stefany Yulianda Colia,"Karena sepi, jadi berasa private","4,0
/5",3 Aug 2023
Tiket Masuk Candi Prambanan,Moh Abdun Najib,"Awal pertama aku ke sini itu pertama sekali ketemu samaa suamiku yang sekaranggg,tampatt ini menjadi tanah bukti cinta kami,,aku memilih kotaa jogjaa tempat anymoon kami karena bakalan jadi mrmbrkas d...","4,0
/5",30 Jul 2023
Tiket Masuk Candi Prambanan,SS,Good place dan akan datang kembali,"4,0
/5",30 Jul 2023
Tiket Masuk Candi Prambanan,Ilmi Pakarti Citra Dewi,I like thissssssssssss,"4,0
/5",29 Jul 2023
Tiket Masuk Candi Prambanan,Adhitya Lucky,proses pemesanan tiket wisata candi di prambanan jateng sangat cepat dan bagus. lebih baik lg dari aplikasi bs lgsg barcode untuk masuk..utk saat ini masih hrus cetak ulang di loket.kelemahan ada disn...,"4,0
/5",21 Jul 2023
Tiket Masuk Candi Prambanan,JF,"Keren, ga perlu antri.","4,0
/5",20 Jul 2023
Tiket Masuk Candi Prambanan,Haidir Ahsana,Good place to enjoy vacation,"4,0
/5",16 Jul 2023
Tiket Masuk Candi Prambanan,Desy Desy,Diasana puanas sedia topi atau payung,"4,0
/5",15 Jul 2023
Tiket Masuk Candi Prambanan,Herlina manalu,Sangat mudah ketika kita check in n ada loket sendiri beli tiket via tiket,"4,0
/5",15 Jul 2023
Tiket Masuk Candi Prambanan,Ivana Frandika Siboro,Bgus bgt next ksni lagi deh,"4,0
/5",13 Jul 2023
Tiket Masuk Candi Prambanan,SD,Beli tiket g prl antri,"4,0
/5",13 Jul 2023
Tiket Masuk Candi Prambanan,MA,Bersih dan nyaman petigas sangat membantu pengunjung yang dtg,"4,0
/5",12 Jul 2023
Tiket Masuk Candi Prambanan,DY,Biasa saja agak ribet tapi utk menjaga cagar budaya skrng lebih aman,"4,0
/5",12 Jul 2023
Tiket Masuk Candi Prambanan,Thalia Devega Tires,"Prambanan selalu indah sih, pesan disini jadi memudahkan 🙏","4,0
/5",11 Jul 2023
Tiket Masuk Candi Prambanan,kristiandi tedja,Pengalaman yang menyenangkan,"4,0
/5",11 Jul 2023
Tiket Masuk Candi Prambanan,RO,Area candi bagus dan terawat dengan baik,"4,0
/5",8 Jul 2023
Tiket Masuk Candi Prambanan,RO,Area candi bagus dan terawat dengan baik.,"4,0
/5",8 Jul 2023
Tiket Masuk Candi Prambanan,Grace Khoesuma,"Proses masuk lancar, suasana sekitar candi bagus menjelang sunset","4,0
/5",7 Jul 2023
Tiket Masuk Candi Prambanan,Justine Zohra Charollyne,Nice.. gampang pesen di tiket.com,"4,0
/5",7 Jul 2023
Tiket Masuk Candi Prambanan,BA,Harganya cuma diskon 1rb,"4,0
/5",6 Jul 2023
Tiket Masuk Candi Prambanan,Girindra Bimantara Putra,Susah harus cetak dulu,"4,0
/5",5 Jul 2023
Tiket Masuk Candi Prambanan,FP,"Keren, tempatnya bersih","4,0
/5",5 Jul 2023
Tiket Masuk Candi Prambanan,AS,"Beli tiket di tiket. Com lebih murah dan praktis, ga ribet harus ngantri di loket tiket.. Terimakasih","4,0
/5",4 Jul 2023
Tiket Masuk Candi Prambanan,Henra Pakpahan,👍👍 Bagusss Sseruuu Tapi puanasss poll,"4,0
/5",4 Jul 2023
Tiket Masuk Candi Prambanan,Maulidia Maulidia,Syg pas kesana prambanan nya ditutup,"4,0
/5",4 Jul 2023
Tiket Masuk Candi Prambanan,DD,"Bagus, tambah jasa guide supaya tau sejarah Prambanan.","4,0
/5",4 Jul 2023
Tiket Masuk Candi Prambanan,EKA SARNAWIA LATUCONSINA,"Masih tetep keren, tp emng panas banget sih, sarannya bawa payung deh","4,0
/5",3 Jul 2023
Tiket Masuk Candi Prambanan,Vodma Vodma,Mantap dah pokoknya josss,"4,0
/5",2 Jul 2023
Tiket Masuk Candi Prambanan,Andhika Pamungkas Santosa,Keren tapi panas harus bawa payung atau sewa 10rb,"4,0
/5",1 Jul 2023
Tiket Masuk Candi Prambanan,Hantrini Dolok Saribu,Keren banget. Saya suka,"4,0
/5",1 Jul 2023
Tiket Masuk Candi Prambanan,razan raisa,Bagus.....cuma capek karena luas banget.....saran aja klu ke Prambanan hbs tour candi kembalinya pake shutle aja cm 20rb per orang...👍😊,"4,0
/5",30 Jun 2023
Tiket Masuk Candi Prambanan,Siska Rianawati Hartojo,Bagus .. Harga nyaa oke ada promo juga,"4,0
/5",30 Jun 2023
Tiket Masuk Candi Prambanan,AL,"Prambanan keren, takjub lihat kemegahan candinya.","4,0
/5",29 Jun 2023
Tiket Masuk Candi Prambanan,Taniar Prismandini,"seru banget,, cocok utk rekreasi keluarga","4,0
/5",19 Jun 2023
Tiket Masuk Candi Prambanan,GS,good place to visit!!!,"4,0
/5",16 Jun 2023
Tiket Masuk Candi Prambanan,Rini Arianti,Sayangnya tutupnya cepet,"4,0
/5",15 Jun 2023
Tiket Masuk Candi Prambanan,Novan Nurryanto,makin rapih dan bagus,"4,0
/5",14 Jun 2023
Tiket Masuk Candi Prambanan,AB,memudahkann sekali👍👍👍,"4,0
/5",14 Jun 2023
Tiket Masuk Candi Prambanan,Ririn Komalasari,Pengalaman yg menyenangkan. Tiket juga mudsh lewat web,"4,0
/5",13 Jun 2023
Tiket Masuk Candi Prambanan,Robert ronaldo,"brngkat dr Malioboro... Naik busway 2A byr 3500 transit di bandara Adisucipto., Lanjut busway ke terminal Prambanan., dari situ naik becak 15 ribu. Belum berubah!! Brp kali kesini karena memang dulu k...","4,0
/5",12 Jun 2023
Tiket Masuk Candi Prambanan,Naufal Lazuardi,Bagus banget lokasinya untuk liburan bareng keluarga,"4,0
/5",8 Jun 2023
Tiket Masuk Candi Prambanan,Methasia Sri Rahayu,Keren..tapi capek banget jalannya,"4,0
/5",3 Jun 2023
Tiket Masuk Candi Prambanan,Dwi Lufitasari,Good................................,"4,0
/5",26 May 2023
Tiket Masuk Candi Prambanan,Citra Kirana,Mudah dan ada diskon...kerennnn,"4,0
/5",25 May 2023
Tiket Masuk Candi Prambanan,EA,Print ticket bisa dari mesin di dekat tempat penjualan ticket. Hanya saja sedikit membingungkan awalnya dan perlu di bantu petugas.,"4,0
/5",24 May 2023
Tiket Masuk Candi Prambanan,EA,Bebas dari antrian tiket kalau sudah beli sebelumnya. Mantap pokoknya,"4,0
/5",24 May 2023
Tiket Masuk Candi Prambanan,ID,Gak pernah bosen ksni trus,"4,0
/5",22 May 2023
Tiket Masuk Candi Prambanan,ID,Smga kedepannya bisa slalu bersih seperti skrang,"4,0
/5",22 May 2023
Tiket Masuk Candi Prambanan,Stefany Citrahati,luar biasa keren sekali,"4,0
/5",21 May 2023
Tiket Masuk Candi Prambanan,Chayatri Murniasih,"Jalannya tidak terlalu jauh seperti borobudur, tapi sayangnya tdk ada mesin jual minuman, jadi haru beli minuman di sana yg mahal sekali 😩","4,0
/5",21 May 2023
Tiket Masuk Candi Prambanan,Reni Anggraeni,Sayang datang hari senin ga bisa masuk ke palataran candi,"4,0
/5",19 May 2023
Tiket Masuk Candi Prambanan,Eka Fauziah,Perlu di tuker dengan tiket Fisik,"4,0
/5",17 May 2023
Tiket Masuk Candi Prambanan,FL,"salah satu peninggalan candi bersejarah, taman nya luas dan bersih, tersedia motor listrik yg bisa disewakan juga","4,0
/5",13 May 2023
Tiket Masuk Candi Prambanan,Arie pujianto,mudah cara reedem nya,"4,0
/5",12 May 2023
Tiket Masuk Candi Prambanan,aqila vianissa,"Meskipun beli online, masih harus antri, dan antriannya jadi satu sama yang beli offline, tapi untung cuma antri 1, antri untuk cetak qr code","4,0
/5",8 May 2023
Tiket Masuk Candi Prambanan,Yusmarni Witry,Wow bgusssssssss banget.....!!!!!,"4,0
/5",7 May 2023
Tiket Masuk Candi Prambanan,Ivana Nurani Mayuda,Disarankan dateng pagi. Kalo siang puanasnya puoooool,"4,0
/5",3 May 2023
Tiket Masuk Candi Prambanan,TV,"Beautiful temples, but expensive fees","4,0
/5",2 May 2023
Tiket Masuk Candi Prambanan,Ady Yono,Harga lebih murah ditiket.com dibanding beli diloket,"4,0
/5",30 Apr 2023
Tiket Masuk Candi Prambanan,NITA MARIYANA,Lumayan jd gak perlu antri,"4,0
/5",29 Apr 2023
Tiket Masuk Candi Prambanan,Delsa Maharani,"Karena cuaca mendung dan tempat lumayan sepi, jadinya lebih asik untuk eksplor, jujur bener-bener indah banget pemandangannya","4,0
/5",29 Apr 2023
Tiket Masuk Candi Prambanan,Mulyadi M,Redeem tiketnya mudah,"4,0
/5",29 Apr 2023
Tiket Masuk Candi Prambanan,Setya Wijayanti,harga bisa lebih murah,"4,0
/5",27 Apr 2023
Tiket Masuk Candi Prambanan,SW,mudah pemesannya bisa dimanapun dan kapanpun,"4,0
/5",27 Apr 2023
Tiket Masuk Candi Prambanan,GC,"Good, dateng kesini kedua kalinya tetep seru abis","4,0
/5",27 Apr 2023
Tiket Masuk Candi Prambanan,Romadhoni Muhammad Ihqrom,Bagus Dan murah Karena ini juga bisa mengenal sejarahnya,"4,0
/5",26 Apr 2023
Tiket Masuk Candi Prambanan,DS,"Bagus dan ramai bgt, sampai djsana jam 2 sore, panas bgt. jgn lupa bawa topi","4,0
/5",25 Apr 2023
Tiket Masuk Candi Prambanan,Rico Rico,"Bagus, situs bersejarah","4,0
/5",25 Mar 2023
Tiket Masuk Candi Prambanan,Irmalia Anggrahini,sempat menunggu krn tiket ngga bs diprint..tp sm mbak yg jaga loketnya langsung dipanggilin bagian IT nya dan 5menit kemudian bisa ngeprint deh,"4,0
/5",24 Mar 2023
Tiket Masuk Candi Prambanan,Rita Yuningsih,Alhamdulillah sekarang sudah bisa masuk kedalam candi,"4,0
/5",24 Mar 2023
Tiket Masuk Candi Prambanan,Iin Iin,Pas kesnaa panas fulll hahah,"4,0
/5",20 Mar 2023
Tiket Masuk Candi Prambanan,Ariazardi Pratama,Untuk solo traveller dsarankan pada weekday,"4,0
/5",20 Mar 2023
Tiket Masuk Candi Prambanan,Ulfa Miranda Damanik,Bagus banget...........,"4,0
/5",13 Mar 2023
Tiket Masuk Candi Prambanan,AS,"Mantapp, seru dan menyenangkan apalagi beli tiketnya udah bisa melalui tiket.com","4,0
/5",3 Mar 2023
Tiket Masuk Candi Prambanan,Ulfita Noviani Rizky,Karna lgi hamil dan ketemu bule disana jdi seneng banget bawaan nya,"4,0
/5",24 Feb 2023
Tiket Masuk Candi Prambanan,Bentar Candra,ciamik dan cepat redeem nya,"4,0
/5",23 Feb 2023
Tiket Masuk Candi Prambanan,Eni Rochaeni,Pasbagian bayar foto... minta file bayar lagi 10 ribuuu....,"4,0
/5",23 Feb 2023
Tiket Masuk Candi Prambanan,Nugroho Dion Koestantio,Mantap pertahankan lah,"4,0
/5",15 Feb 2023
Tiket Masuk Candi Prambanan,Galih Prasetyo,Palembanghrhehehehehr,"4,0
/5",11 Feb 2023
Tiket Masuk Candi Prambanan,AI,Aktifitas nya lumayan bagus,"4,0
/5",11 Feb 2023
Tiket Masuk Candi Prambanan,WS,reservasi lewat tiket.com dapat diskon lumayan dan gak perlu antri loket tinggal self print di kiosk,"4,0
/5",10 Feb 2023
Tiket Masuk Candi Prambanan,MP,"Suasana hampir sama seperti Candi Borobudur, area penataan pintu masuk dan keluar sama di desain agar ketika Keluar langsung bisa membeli oleh-oleh.","4,0
/5",8 Feb 2023
Tiket Masuk Candi Prambanan,DA,Tempat hiburan yang seru,"4,0
/5",2 Feb 2023
Tiket Masuk Candi Prambanan,MM,Seru ..........................,"4,0
/5",1 Feb 2023
Tiket Masuk Candi Prambanan,Muhammad Zaqi Reza,Puas cuma gak bisa masuk kedalam candi lagi hanya dihalaman nya saja,"4,0
/5",28 Jan 2023
Tiket Masuk Candi Prambanan,DH,👍🏼👍🏼👍🏼 ceper sekali proses pemesanan,"4,0
/5",26 Jan 2023
Tiket Masuk Candi Prambanan,Sobat Tiket,Harga lebih murah. Tempatnya cocok untuk Dateng bareng keluarga,"4,0
/5",24 Jan 2023
Tiket Masuk Candi Prambanan,Gede Bayu Putra Sanjaya,Sedikit bermasalah pada tiket ketika ingin masuk ke Candi..semoga kesalahan sistem bisa diperbaiki,"4,0
/5",24 Jan 2023
Tiket Masuk Candi Prambanan,Tio Pratana,Baguss...gk akan nyeseal,"4,0
/5",23 Jan 2023
Tiket Masuk Candi Prambanan,Rizky Annisa,Candinya masih belum dibuka,"4,0
/5",23 Jan 2023
Tiket Masuk Candi Prambanan,Wella Multi Anugrah,Masuknya harus lapor utk scan tiket lg ke adminnya. Ternyata tiap senen ga bs masuk sampe ke dekat daerah candi nya. Tp tidak ada pemberitahuannya. Pas sampe sana baru di kasih tau. Pas pula kita ksan...,"4,0
/5",19 Jan 2023
Tiket Masuk Candi Prambanan,FARIZ ALFAROBI HARAHAP,"Bagus, cepat juga proses nya cuma agak panas aja di prambanan","4,0
/5",19 Jan 2023
Tiket Masuk Candi Prambanan,A,Candi nya pada ancur woyy,"4,0
/5",17 Jan 2023
Tiket Masuk Candi Prambanan,Aldo Dwi Putra Pasaribu,"bagus si, cuma sial aja datang hari senin ga bisa masuk ke dlm candi perambanan, walupun begitu masih banyak juga lagi candi yg lain, ya aman si","4,0
/5",17 Jan 2023
Tiket Masuk Candi Prambanan,Gapman Purba,Agagag ddndnndn jdjdjjdn jdnnd,"4,0
/5",16 Jan 2023
Tiket Masuk Candi Prambanan,Inma Irawati,Bagus.. semoga tetap dijaga candi borobudur jangan sampai rusakk,"4,0
/5",1 Jan 2023
Tiket Masuk Candi Prambanan,Andi Nur Halisyah,"Baguss banget , tertib , bersih juga","4,0
/5",1 Jan 2023
Tiket Masuk Candi Prambanan,Risma Yulita,keren bangett. beli di tiket.com jadi lebih mudah,"4,0
/5",27 Dec 2022
Tiket Masuk Candi Prambanan,DP,Pelayanannya ramah bgt,"4,0
/5",27 Dec 2022
Tiket Masuk Candi Prambanan,SC,Bagus next time kesini lagi,"4,0
/5",27 Dec 2022
Tiket Masuk Candi Prambanan,Andrianto Tanggian,Bangunan candi peninggalan zaman dahulu yang bagus..,"4,0
/5",24 Dec 2022
Tiket Masuk Candi Prambanan,AY,"walau gak bisa ke dlm candi, lumayan tidak terlalu ramai jd msh bisa foto2 sama anak. jgn lupa naik shuttle bayar 20 ribu ngiterin komplek. harga oleh2 juga gak gitu mahal","4,0
/5",24 Dec 2022
Tiket Masuk Candi Prambanan,Edwar Edwar,"Cepat, praktis dan membantu","4,0
/5",21 Dec 2022
Tiket Masuk Candi Prambanan,MU,Baguuuuuuus banget aset aset nya,"4,0
/5",17 Dec 2022
Tiket Masuk Candi Prambanan,WS,Nice suasana didalamnya menyengkan,"4,0
/5",16 Dec 2022
Tiket Masuk Candi Prambanan,Willy Willy,"Easy to redeem, there's a dedicated machine. Unfortunately, it's raining there","4,0
/5",14 Dec 2022
Tiket Masuk Candi Prambanan,RS,"Tiket anak lebih murah beli offline. Persewaan golf car cukup membantu keluarga dg anak kecil dan lansia, karena jarak satu candi ke candi lain lumayan jauh","4,0
/5",23 Nov 2022
Tiket Masuk Candi Prambanan,Tifanny Dugrin,"Ya boleh lah beli disini dapat diskon, tapi kalau bisa tiket nya berlaku nya dinperpanjang Takut nya pas hari H zobk kek hujan dan giana gimana Kalau di berlangkukan jangka waktu nya kan lebih enak la...","4,0
/5",21 Nov 2022
Tiket Masuk Candi Prambanan,Novita Sari,Keren. Tapi kalo mau pake tour guide bayar 100k.,"4,0
/5",14 Nov 2022
Tiket Masuk Candi Prambanan,Restu Sukmawati,Lebih banyak lagi macam rasa gelato yg dijual didalam,"4,0
/5",14 Nov 2022
Tiket Masuk Candi Prambanan,utami winarti,Bagus tempatnya bersih,"4,0
/5",13 Nov 2022
Tiket Masuk Candi Prambanan,Nandi Riyandi,Good dapat diskon g3de ntapssss,"4,0
/5",12 Nov 2022
Tiket Masuk Candi Prambanan,AD,Goooooooooooooddddddddddddd,"4,0
/5",12 Nov 2022
Tiket Masuk Candi Prambanan,LA,"seruu dan menarik, historis","4,0
/5",11 Nov 2022
Tiket Masuk Candi Prambanan,Nita Fransiska sitompul,Lebih murah dan lebih praktis pakai tiket com,"4,0
/5",9 Nov 2022
Tiket Masuk Candi Prambanan,HH,baguss cuma vanasss kalau ada yg nawarin sewa payung mending ambil deh dr pada muka gosong wkwkw,"4,0
/5",6 Nov 2022
Tiket Masuk Candi Prambanan,Ani Sri Wahyuni,Penukaran dipandu petugas,"4,0
/5",27 Oct 2022
Tiket Masuk Candi Prambanan,Lisa Sandra,Tempat wisata yang bagus,"4,0
/5",25 Oct 2022
Tiket Masuk Candi Prambanan,EF,Family trip seru sambil belajar,"4,0
/5",15 Oct 2022
Tiket Masuk Candi Prambanan,RH,lumayan lbh murah. cuma masuk ke sistem prambanannya lama kl beli mll tiket com on spot.,"4,0
/5",15 Oct 2022
Tiket Masuk Candi Prambanan,Wisnu Setiadi Nugroho,Mempermudah pembelian tiket namun mesin check-in masih bermasalah (harus tetap dibantu petugas akhirnya),"4,0
/5",11 Oct 2022
Tiket Masuk Candi Prambanan,IS,Lumayan bagus. Tapi sepatu saya rusak karena jalan masih kerikil.,"4,0
/5",9 Oct 2022
Tiket Masuk Candi Prambanan,YN,Okeeèeee......jln jln,"4,0
/5",2 Oct 2022
Tiket Masuk Candi Prambanan,KM,"bagus, bisa memahami lebih dalam lagi mengenai situs budaya dari indonesia sendiri dan pastinya banyak spot-spot foto yang menarik untuk menikmati keindahan candi prambanan ini tentunya, banyak sekali...","4,0
/5",1 Oct 2022
Tiket Masuk Candi Prambanan,Nico Rudyanto,sangat menyenangkan.,"4,0
/5",24 Sep 2022
Tiket Masuk Candi Prambanan,SP,Sangat bagus sekali cocok untuk liburan bersama keluarha,"4,0
/5",20 Sep 2022
Tiket Masuk Candi Prambanan,SD,"Nice, worth to visit","4,0
/5",19 Sep 2022
Tiket Masuk Candi Prambanan,IL,Amazing experience and going easy,"4,0
/5",12 Sep 2022
Tiket Masuk Candi Prambanan,Yudhi Setiawan,"Seru, tapi sayang tidak bisa naik ke atas candi nya","4,0
/5",10 Sep 2022
Tiket Masuk Candi Prambanan,Albert Marbun,Msh dlm perbaikan semoga cepat selesai,"4,0
/5",7 Sep 2022
Tiket Masuk Candi Prambanan,Desy Anggraini,"Mantap tapi ada yg kurang ,,g bisa foto 2 ditangga candi karna ad renov","4,0
/5",31 Aug 2022
Tiket Masuk Candi Prambanan,EJ,Mantap lah traveling nya!,"4,0
/5",25 Aug 2022
Tiket Masuk Candi Prambanan,ND,Pekerja disana apalagi petugas kebersihannya pada ramah semua pada baik mau diminta tolong fotoin dan niat banget fotoinnya sampe berulang kali bahkan ada yang sampe jelas sejarahnya candi berasa puny...,"4,0
/5",24 Aug 2022
Tiket Masuk Candi Prambanan,NAGARJUNA VIRYA,"What a historical spot, situated in strategic location","4,0
/5",17 Aug 2022
Tiket Masuk Candi Prambanan,Natasya Maudina,"candi prambanan bagus banget, kita bisa mendekat ke candi keren deh pokoknya .lebih suka ke candi prambanan daripada ke candi borobudur ..","4,0
/5",17 Aug 2022
Tiket Masuk Candi Prambanan,novi noviyanti,Kemana2 jd gampang To do,"4,0
/5",15 Aug 2022
Tiket Masuk Candi Prambanan,NP,masuk dengan instan melalui aplikasi tiket dot com tanpa antrian,"4,0
/5",7 Aug 2022
Tiket Masuk Candi Prambanan,CP,"kesini sama mama,cuma ga bisa naik kedalam candi aja kok","4,0
/5",2 Aug 2022
Tiket Masuk Candi Prambanan,sri rahayu,tempat liburan yang cocok bersama keluarga,"4,0
/5",2 Aug 2022
Tiket Masuk Candi Prambanan,Restu Errya Murty,gk bisa masuk candinya,"4,0
/5",1 Aug 2022
Tiket Masuk Candi Prambanan,AU,baguss.. kalo gak kuat panas disarankan pake topi atau payung,"4,0
/5",29 Jul 2022
Tiket Masuk Candi Prambanan,Sari Fa,"Tempat yang bagus buat liburan keluarga sekaligus edukasi anak""","4,0
/5",28 Jul 2022
Tiket Masuk Candi Prambanan,Fitria Nur Laila,Proses cepat. Gampang.,"4,0
/5",20 Jul 2022
Tiket Masuk Candi Prambanan,saiaa saiaa,bagus sekali loh candinya,"4,0
/5",17 Jul 2022
Tiket Masuk Candi Prambanan,Santy Santy,cepat prosesnya..tq,"4,0
/5",14 Jul 2022
Tiket Masuk Candi Prambanan,FI,Beli tiket di tiket.com gamoang dan murah. Saat di Prambanan pun gampang hanya tgl scan saja. Overall pengalaman saya ke Prambanan cukup baik.,"4,0
/5",14 Jul 2022
Tiket Masuk Candi Prambanan,DD,"wonderful visit. only need improvement on the public toilet. for a UNESCO site, i think it can be better.","4,0
/5",13 Jul 2022
Tiket Masuk Candi Prambanan,NN,"Bagus, proses ticketing mudah dan cepat","4,0
/5",13 Jul 2022
Tiket Masuk Candi Prambanan,Albert Marbun,lancar seperti biasa,"4,0
/5",12 Jul 2022
Tiket Masuk Candi Prambanan,RP,"Bagian tiketing yg berjaga kurang informatif terkait tiket online, jadi kami diminta antri di loket walau sudah pesan online, sudah capek antri ternyata tiketnya bisa dicetak mandiri.","4,0
/5",11 Jul 2022
Tiket Masuk Candi Prambanan,RS,lumayan cepat karena dibantu petugas,"4,0
/5",10 Jul 2022
Tiket Masuk Candi Prambanan,NM,kerenn cepet gk perlu antri panjang.,"4,0
/5",10 Jul 2022
Tiket Masuk Candi Prambanan,EF,sangat memudahkan tiketnya langsung cetak tanpa antri,"4,0
/5",9 Jul 2022
Tiket Masuk Candi Prambanan,Supriyatna Supriyatna,wisata keluarga yg cukup menyenangkan selain melihat situs candi prambanan kami pun keliling melihat situs-situsbcandi lainnya yg berada di dalam komplek prambanan menggunakan scooter electric.,"4,0
/5",7 Jul 2022
Tiket Masuk Candi Prambanan,TT,"Easy to exchange, cheaper also","4,0
/5",3 Jul 2022
Tiket Masuk Candi Prambanan,FR,Wisata yg sangat edukatif,"4,0
/5",3 Jul 2022
Tiket Masuk Candi Prambanan,dana dana,"bagus.. pas banget bertepatan event Parambanan Jazz 2022. Jadi bisa nonton gratis di big screen.. ada Tulus, padi reborn, dll","4,0
/5",3 Jul 2022
Tiket Masuk Candi Prambanan,Diah Vitaloka,ok bgt lah pokok nya sip,"4,0
/5",2 Jul 2022
Tiket Masuk Candi Prambanan,RA,bagus dan keren banget,"4,0
/5",29 Jun 2022
Tiket Masuk Candi Prambanan,JUNAEDI JUNAEDI,"bagus, hanya sedang ada perbaikan","4,0
/5",29 Jun 2022
Tiket Masuk Candi Prambanan,Chandra Wijaya,keren bisa bikin candi seperti itu di masa lalu,"4,0
/5",27 Jun 2022
Tiket Masuk Candi Prambanan,DF,InshaAllah di segerakan buat balik ke jogja lagi aamiin,"4,0
/5",24 Jun 2022
Tiket Masuk Candi Prambanan,TP,"Tempatnya bagus, fasilitasnya lengkap, di temani tour guide yg baik dan ramah, jalan"" ke candi prambanan jadi semakin berkesan dan bertambah ilmu","4,0
/5",16 Jun 2022
Tiket Masuk Candi Prambanan,Indah Waichsani,"goood, proses print mudah","4,0
/5",15 Jun 2022
Tiket Masuk Candi Prambanan,M Syams F Firdaus,"dengan tiket.com proses masuk nya lebih mudah, tempatnya bersih dan cocok untuk berfoto","4,0
/5",15 Jun 2022
Tiket Masuk Candi Prambanan,YA,Pertama kali datang ke candi rasanya sangat senang bisa sampai ke sini sudah lama niatnya baru sekarang kesampaian.,"4,0
/5",14 Jun 2022
Tiket Masuk Candi Prambanan,UA,bagus...................,"4,0
/5",13 Jun 2022
Tiket Masuk Candi Prambanan,Sazida Nazela,one of my favorite temple 💞,"4,0
/5",12 Jun 2022
Tiket Masuk Candi Prambanan,wenny ferdiany,seruuuuuuu..bagus utk edukasi dan spot foto,"4,0
/5",11 Jun 2022
